courseId,courseCode,courseNumber,courseTitle,description
974,PSYC,851,"Social Debates and Issues in Public Affairs and Public Policy","Case studies, public panel discussion"
975,COMS,684,"Community and Local Activism","Local and community activism"
976,BIOL,337,"Senior Research Seminar","Simulation, real-life interaction, one-day event at the end of term"
977,SCPA,301,"Financing CED Initiatives: Part II","Case study approach,  on site visits, interviews"
978,SCPA,301,"Le financement des initiatives de DÉC. Partie II","Visite de sites, entrevues"
979,SCPA,352,"Housing and Land Use from a CED Perspective: Part II","Examine, evaluate existing housing projects, on site visits, interviews"
980,SCPA,352,"Logement et aménagement du territoire dans une perspective de DÉC. Partie II","Visite de sites, entrevues"
981,SCPA,412,"Aboriginal CED: Part II","On site visits"
982,SCPA,412,"Le DÉC en milieu autochtone. Partie II","Visite de sites"
983,SCPA,509,"Directed and Independent Study I","Practical laboratory project (one semester in length) intended to give students an introduction to the way a research group operates, as well as the factors that go into the design and execution of a research project."
984,SCPA,516,"Plant Biology",Laboratory
985,SCPA,537,"Directed and Independent Study II","Practical laboratory project (two semesters in length) to be carried out after the completion of SCOL 290, and in a field different from the SCOL 290 project"
986,SCOL,290,"Directed and Independent Study III","Practical laboratory project (two semesters in length) to be carried out after the completion of SCOL 290 and SCOL 391, and in a field different from the SCOL 290 and 391 projects"
987,BIOL,340,"Feminisms and Research Methods","Practical, hands-on exercises"
988,SCOL,391,"Tutorial in Women’s Studies","Tutorial on topic not covered under normal curriculum, independent research ability required"
989,SCOL,490,"Advanced Tutorial in Women’s Studies","Tutorial on topic not covered under normal curriculum, independent research ability required"
990,WSDB,292,"Field Research","Field, practice"
991,WSDB,394,"Field Research","Field, practice"
992,WSDB,494,"Pilgrim Bodies, Sacred Journeys","Individual and group fieldwork"
993,ANTH,315,"Indigenous Spirituality","Group fieldwork"
994,SOCI,415,"Practicum in Pastoral  Care","Internship and field exploration focused on an area in pastoral care"
995,THEO,234,"Organization Development 1","Learn the phases and skills of OD consulting by participating in several workplace simulations"
996,THEO,243,"Basic Population Ecology","Computer lab"
997,THEO,404,"Applied Project in Theology",Practicum
998,AHSC,332,"Internships in Leisure Sciences","Opportunity to design, implement, and evaluate programs; to facilitate groups in a variety of settings; and to establish working relationships with field personnel"
999,BIOL,351,"Internship in Therapeutic Recreation","Opportunity to design, implement, and evaluate programs, to facilitate groups in a variety of settings, and to establish working relationships with field personnel"
1000,THEO,692,"Internship in Human Relations","Opportunity to design, implement, and evaluate small group leadership in several settings, and to negotiate working relationships with site personnel"
1001,AHSC,437,"Internship in Youth and Family Work","360-hour internship, supervised placement implementing family life education programs in such settings as community organizations, education, and health care"
1002,AHSC,438,"Internship I in Youth Work","Entry-level internship designed to provide  a first field experience that promotes integration into a clinical or normative youth work setting. A major focus is on participatory observation. One day per week, for a total of 100 hours in settings such as schools, community organizations, hospitals, or rehabilitation centres. "
1003,AHSC,439,"Internship II in Youth Work","Any programs"
1004,AHSC,436,"Extended Internship in Youth Work","320-hour internship, full-time supervised experience in either a clinical or a normative youth work setting, additional hours to assist the student in building his/her application for licensing"
1005,AHSC,436,"Extended Internship in Youth Work","320-hour internship. Full-time supervised experience in either a clinical or a normative youth work setting and requires additional hours to assist the student in building his/her application for licensing. The student fully assumes all the duties and responsibilities of a youth worker in the same site selected for the first internship. Work is supervised and evaluated by an on-site field supervisor."
1006,AHSC,533,"PERFORM Centre observation",Observation
1007,AHSC,537,"Genetics and Cell Biology Laboratory",Laboratory
1008,AHSC,538,"Comparative Animal Physiology",Laboratory
1009,PERFORM,Centre,"Techniques in Ecology",Laboratory
1010,BIOL,368,"Field Ecology","2 weeks of fieldwork in a research station "
1011,BIOL,382,"Advanced Techniques in Molecular Biology",Laboratory
1012,BIOL,450,"Master’s Project","Contracting with the client, gathering and analyzing data, implementing relevant intervention activities, and evaluating the intervention as well as their role"
1013,BIOL,451,"Play, Adult Learning and Development","Design and implement play based simulations appropriate for various levels according to life stage development. Moot programs in class with peer groups"
1014,BIOL,466,"High-throughput Instrumentation","Real-world project/assignment"
1015,AHSC,698,"Biotechnology and Genomics Laboratory",Laboratory
1016,AHSC,360,"High-throughput Instrumentation","Real-world project/assignment"
1017,BIOL,486,"Advanced Techniques in Ecology",Laboratory
1018,BIOL,515,"Scientific Communication",Workshops
1019,BIOL,524,"Advanced Techniques in Molecular Biology",Laboratory
1020,BIOL,622,"General Chemistry I",Laboratory
1021,BIOL,670,"General Chemistry II",Laboratory
1022,BIOL,689,"Analytical Chemistry for Biologists",Laboratory
1023,CHEM,205,"Leisure Services Leadership","Experiential learning through simulation with peers and off campus retreat"
1024,CHEM,206,"Introductory Analytical Chemistry I",Laboratory
1025,CHEM,212,"Introductory Analytical Chemistry II",Laboratory
1026,AHSC,361,"Leisure Education","The development and implementation of leisure education with children in the BASE after school program"
1027,CHEM,217,"Community Recreation Planning","Practical experience, field experience, project planning "
1028,CHEM,218,"Therapeutic Recreation: Cognitive Disabilities and Illness","Volunteer placements - students are actively involved in assisting with recreation and leisure programs at community organizations; Living Library component – a method of informal education involving students as ‘readers’ who engage in conversations with ‘living books’ (individuals with mental illness)"
1029,AHSC,350,"Seminar in Therapeutic Recreation","Students use their knowledge of TR and the various skills and interests of the class to design a community project for the benefit of the community"
1030,AHSC,437,"Internship in Youth and Family Work","Work with youth and families in such settings as child welfare, schools, non-profit organizations, residential care, or outreach"
1031,AHSC,371,"Community Development and Leisure","Development, application, and evaluation of a community development approach in the community"
1032,AHSC,384,"The Older Adult and Leisure","Students form small working groups with older adults from local community organizations to design and facilitate a conversation café"
1033,AHSC,432,"Counselling Skills and Concepts","in-class simulations"
1034,AHSC,442,"Community Youth Development","Practical applications for community-based youth programs"
1035,AHSC,438,"Internship I in Youth Work","100 hours in settings such as schools, community organizations, hospitals, or rehabilitation centres"
1036,AHSC,444,"Introductory Organic Chemistry I",Laboratory
1037,AHSC,439,"Internship II in Youth Work","220-hour internship, supervised apprenticeship in either a clinical or normative youth work setting that builds on the student’s previous courses"
1038,URBS,333,"Facilitating Individual and Group Learning Processes","Laboratory setting"
1039,AHSC,451,"Introductory Organic Chemistry II",Laboratory
1040,AHSC,530,"Physical Chemistry II: Kinetics of Chemical Reactions",Laboratory
1041,CHEM,221,"Inorganic Chemistry I: Introduction to Periodicity and Valence Theory",Laboratory
1042,CHEM,222,"Inorganic Chemistry II: The Chemistry of the Main Group Elements",Laboratory
1043,CHEM,235,"Biochemistry I",Laboratory
1044,CHEM,241,"Spectroscopy and Structure of Organic Compounds",Laboratory
1045,CHEM,242,"Intermediate Analytical Chemistry",Laboratory
1046,CHEM,271,"Advanced Youth Work Intervention",Simulations
1047,CHEM,293,"Organic Chemistry III: Organic Reactions",Laboratory
1048,CHEM,312,"Organic Chemistry IV: Organic Structure and Stereochemistry",Laboratory
1049,AHSC,410,"Biophysical Chemistry",Laboratory
1050,CHEM,324,"Inorganic Chemistry III: The Transition Metals",Laboratory
1051,CHEM,325,"Leadership, Change & Social Innovation","Students join a learning community made up of undergraduate and graduate students, university staff and members of the local community. Together they engage in ‘u.lab’ - a process of innovation and change that connects inner change to outer action."
1052,CHEM,335,"Biochemistry II",Laboratory
1053,CHEM,341,"Roles and Competencies of Adult Educators","According to the participants’ needs & interests, an opportunity is given to explore competencies related to the particular roles"
1054,AHSC,498,"Design of Adult Learning Projects","Design & conduct a learning activity in the area of subject matter specialty"
1055,CHEM,375,"Evaluating Adult Learning Projects","Conduct an evaluation of an adult learning project in the area of subject matter specialty"
1056,ADED,230,"Workshops for Adult Educators",Workshop
1057,ADED,344,"Communication: Child, Parent and Teacher","Students interact with parents of the children in the observation nursery by conducting and participating in parent-teacher seminars"
1058,ADED,345,"Integrating Computers into the Elementary Classroom","Hands-on experience with the computer"
1059,ADED,370,"Working in Childhood Settings: Leadership and Organizational Issues","Course-integrated project: Drafting an advocacy letter to the Ministre de Famille et des Aines; preparing a handbook for parents and staff in an early childhood setting; role-playing to simulate professional development and leadership."
1060,EDUC,264,"Children, Families and Social Policy","Group Project: Drafting policy statements, linking theoretical concepts with real-life needs and issues"
1061,EDUC,301,"Play in Childhood Settings","Course-integrated project: Designing play activities/material/space; arranging classroom configuration to explore play space; engaging in hands-on, play-based activities; using photo-elicitation methods in play; inquiry-based learning sessions using video case examples"
1062,EDUC,302,"Integrating Digital Technologies and Social Media in Learning Environments","Practical project-based activities"
1063,EDUC,303,"Independent Study and Practicum",Practicum
1064,EDUC,304,"Introduction to Inclusive Practices","Active Learning activities that include case discussions, role-playing, and presentations; Analyzing psychoeducational evaluations to identify childrens strengths and needs"
1065,EDUC,307,"Inclusive Practices in Early Childhood Settings","Group Project: Analysis of case studies to identify short- and long-term objectives, intervention strategies and activities for children with exceptionalities in early childhood settings"
1066,CHEM,419,"Inclusive Practices for School-Aged Populations","Group Project: Analysis of case studies to identify short- and long-term objectives, intervention strategies and activities for children with exceptionalities in childhood settings"
1067,EDUC,360,"Teaching Science Concepts in the Elementary Classroom","Developing activities for classroom use"
1068,EDUC,361,"Teaching a Second Language in Early Childhood and Elementary School","Development of appropriate classroom activities at the elementary level."
1069,EDUC,362,"Diversity Issues in Childhood","Course-integrated project: Student interview a parent or primary caregiver or an educator, and interpret/analyze responses in terms of the concepts and ideas covered in the course"
1070,EDUC,382,"Physical Activity: Health and Well-being in Early Childhood Settings","Identifying safety strategies in indoor and outdoor environments in early childhood settings; simulation and role-playing activities to practice procedures for reporting suspected child-safety and child-abuse issues"
1071,EDUC,385,"Child Studies Seminar: Early Childhood Settings","improvisation and role-play of communication skills; Preparing lesson plans, activity plans, observation reports; In-class case discussions"
1072,EDUC,402,"Computational Chemistry for Chemists and Biochemists","Hands-on experience, Laboratory"
1073,EDUC,406,"Child Studies Seminar: Inclusive Practices in Childhood Settings","Improvisation and role-play of communication skills; Preparing intervention goals and plans; identifying remediation and rehabilitation materials; modifying activities plans in accordance with inclusive practices; writing intervention reports; In-class case discussions"
1074,EDUC,461,"Field Practice","5-week placement at a local library system"
1075,CHEM,431,"Academic Oral Communication I","Multimedia language lab"
1076,EDUC,463,"Academic Oral Communication II","Multimedia language lab"
1077,LIBS,495,"Introduction to Teaching English as a Second Language","Project-based activities, apply course concepts & put teaching skills into practice"
1078,ESL,205,"Phonology for Teachers","This course includes a practice component, called pronunciation tutorials. During this practical component of the course, students meet with a non-native speaker, learner of English as a second language (typically, an international student at Concordia), conduct an assessment of the learners pronunciation skills, and design and implement a brief pronunciation course."
1079,ESL,206,"Computers in Language Learning","Conceptualize, design and assess computer-based materials (including websites, online materials, digital games, virtual learning environments, etc.); develop a computer-assisted language learning curriculum;"
1080,TESL,201,"Modern English Grammar","Practical teaching assignments based on ESL speech and writing samples"
1081,TESL,221,"Grammar for Teachers","Practical assignments: evaluate online grammar sources; prepare grammar lesson outlines and participate in teaching simulations. The work completed by students can be applied in their teaching careers"
1082,TESL,330,"Methodology I",
1083,TESL,231,"Molecular Modelling of Proteins","Hands-on introduction, Computer laboratory"
1084,TESL,331,"Language acquisition","Case studies. Hands-on workshops."
1085,TESL,324,"TESL Pedagogy: General","Minimum 20 hours observing, teaching & assisting in adult ESL classes, classroom-based projects"
1086,CHEM,436,"Testing, Evaluation, and Course Design","Students analyze tests and rating scales, and create a set of thematic assessments for their final project."
1087,TESL,341,"Methodology II","Conceptualize, create and assess pedagogical materials involving reading and writing (including lesson plans, activities, textbooks, virtual learning environments, website, games, etc.)"
1088,TESL,326,"Primary Pedagogy","Games/role-plays. Case studies. Hands-on workshops."
1089,TESL,415,"Secondary Pedagogy","Games/role-plays. Case studies. Hands-on workshops."
1090,TESL,424,"English Language Arts: Secondary","Case studies. Hands-on workshops."
1091,TESL,426,Practicum,"Observation of ESL classes taught by experienced teachers, lesson planning and evaluation of owns teaching style"
1092,TESL,427,"Internship Seminar","Develop self-regulated learning of that of a professional in education. Develop the ability to make links between the knowledge acquired during the BEd & practice in the field."
1093,TESL,471,"Advanced Laboratory in Biochemistry",Laboratory
1094,TESL,433,"Graduate Phonology","Evaluation of pronunciation textbooks; assessment of teaching techniques for pronunciation instructions; preparation of teaching materials targeting L2 pronunciation; analysis of L2 learner data; use of computer-assisted tools for pronunciation teaching and learning; conduct needs analysis (e.g., based on pronunciation problems in a specific learning context)"
1095,TESL,488,"Applied Language Studies","Analysis of language data (e.g., phonological, morphosyntactic phenomena); synthesize research for various presentation formats: abstract, reviews, 3-min./10-min/20-min oral presentations, research papers, etc.;"
1096,CHEM,477,"Teaching and Learning Second Language Vocabulary","Students complete projects that has direct social impact: 1) a vocabulary language task for social justice education, which they can apply in their own teaching; 2) a digital presentation in which they demonstrate how to use computer tools to teach vocabulary, which is made available online for the community; 3) a research paper or a professional magazine article which students are encourage to submit for publication"
1097,APLI,601,"Pedagogical Grammar","Final teaching research project: design, implement, and evaluate the teaching of an original set of materials on a grammar feature; write up the analysis in a final report"
1098,APLI,604,Sociolinguistics,"Students complete a project targeting a sociolinguistic topic of their choice. The project can be either data driven (based on language data collected by students) or conceptual (involving a critical review of relevant issues on a given topic). Students write up the results of this project in a brief report format and present its content in a 10-minute presentation."
1099,APLI,610,"Variationist Approaches to Second Language Acquisition","Conceptualize, design and implement a pilot study using variationist analytical tools; review and critique studies in the field; create sociolinguistically-influenced pedagogical materials for language teaching"
1100,APLI,616,"Second Language Syllabus Design and Curriculum Planning","Students conduct a needs analysis based on a language program in their community with the aim to improve language instruction. They also complete a final project: design language curriculum based on the needs analysis. Knowledge of theories learned during the course is disseminated through a digital presentation and a blog post or research paper which students are encouraged to publish online and/or submit for publication"
1101,APLI,623,"Cross-linguistic Influence","Final research project: students design and pilot (collect data) a study, and analyze and write up results; many students present their findings at the annual Graduate Student Symposium"
1102,APLI,626,"Modern Aspects of Practical Mass Spectrometry","Independent mass spectrometry project"
1103,APLI,630,"Language Assessment","Students complete projects in which they analyze and deconstruct existing language assessments, as well as writing blueprints for language assessments in specific contexts of their own choice"
1104,APLI,634,"Language Awareness","Students research and teach language awareness techniques to the entire class."
1105,CHEM,614,"Technology in Language Teaching","Design, create and assess pedagogical materials involving reading and writing (including lesson plans, activities, textbooks, virtual learning environments, website, games, etc.); final projects: develop a full-fledged virtual learning environment and a research project to implement computer technology in language teaching and/or learning"
1106,APLI,635,"Supervision of Practice Teaching","Students observe and assist novice ESL teachers and provide one-on-one mentoring."
1107,APLI,636,"Research Methods","Students engage in a project leading to a proposal for an MA-level research study. The research proposal consists of two parts: (a) review of the literature and (b) method section, organized as a single, coherent document. The research proposal also includes an oral presentation, and a response to peer feedback document."
1108,APLI,644,"Fundamentals of Instructional Design","Real-world project"
1109,APLI,647,"Fundamentals of Human Performance Technology","Real-world project"
1110,APLI,660,"Quantitative Methods of Inquiry","Laboratory work, practical experience"
1111,ETEC,650,"Youth and Leisure",Laboratory
1112,ETEC,651,"Computational Chemistry",Laboratory
1113,CHST,605,"Qualitative Methods of Inquiry","Laboratory work, practical experience"
1114,AHSC,422,"Field Observations","2-3 hours weekly in an appropriate setting"
1115,CHEM,631,"Childhood Settings","Field trips to different types of settings"
1116,CHST,606,"Adult Education as a Field of Study","A Canadian and Quebec perspective"
1117,CHST,608,"Economics and Social Issues","case studies"
1118,CHST,618,"Canadian Economic Policy and Institutions","case studies; role-play"
1119,ESTU,670,"International Economic Policy and Institutions","case studies; role-play"
1120,ECON,200,"Economic Data Analysis","computer-based applications"
1121,ECON,318,"Economics in Practice","case studies; role-play"
1122,ECON,319,"Special Topics: Computational Economics","computer analysis; model building; practical aspects of analysis"
1123,ECON,324,Nanochemistry,"Term project carried out using the nanoscience facilities held in the department research labs"
1124,ECON,324,"Econometrics I","computer-based applications"
1125,ECON,324,"Econometrics II","computer-based applications"
1126,ECON,324,"Econometrics I","computer-based applications"
1127,ECON,324,"Econometrics II","computer-based applications"
1128,ECON,324,"Econometric Theory I","computer-based applications"
1129,ECON,324,"Econometric Theory II","computer-based applications"
1130,ECON,521,"Honours Essay","An honours student may arrange a tutorial program with a faculty member culminating in a research project not exceeding 40 pages."
1131,ECON,522,"Tutorial in Philosophy","Personal intensive reading and research program under the supervision of a faculty member."
1132,ECON,681,"Tutorial in Philosophy","Personal intensive reading and research program under the supervision of a faculty member."
1133,PHIL,495," Quantitative Research Methods ","This course is intended to introduce graduate students to quantitative analysis in political science. Key skills in univariate, bivariate, and multivariate analysis; hypothesis testing; measures of association; inferential statistics; and graphing are demonstrated using statistical software in lab exercises."
1134,PHIL,496,"Experimental Protein Chemistry","Hands-on course, Laboratory"
1135,PHIL,497,"Intermediate Topics in Biology: Ecology of Urban Environments","Field work"
1136,POLI,393,"Advanced Statistics in Biological Science","Computer lab"
1137,CHEM,692,"Scientific Communication",Workshops
1138,BIOL,398,Bioinformatics,"Computer lab"
1139,BIOL,422,"Independent Study","Research project"
1140,BIOL,423,"Internship In Tropical Biology","Internship field work in tropical environment/seminar"
1141,BIOL,480,Bioinformatics,"Computer lab"
1142,BIOL,490,"Project in Biotechnology and Genomics","Research project"
1143,BIOL,498,"Advanced Topics in Ecology: Advanced Field Ecology","2 weeks of fieldwork in a research station "
1144,BIOL,510,Bioinformatics,"Computer lab"
1145,BIOL,516,"Advanced Top/Biotechnology: Synthetic Biology and Industrial Applications","Real-world project/assignment"
1146,BIOL,516,"Advanced Top/Biotechnology: Tools of Synthetic Biology","Real-world project/assignment"
1147,BIOL,614,"High-throughput Instrumentation","Real-world project/assignment"
1148,BIOL,614,"Advanced Topics in Biology: Advanced Statistics in Biological Science","Computer lab"
1149,BIOL,630,"Pedagogical Training","Pedagogical Practicum"
1150,BIOL,631,"Research Seminar","Research seminar"
1151,BIOL,680,"Research Project and Thesis ",
1152,BIOL,801,"Capstone Seminar in Environmental Science ",
1153,BIOL,802,"Scriptwriting for the Media","Practicum course"
1154,CHEM,450,"Scriptwriting for the Media","Practicum course"
1155,CHEM,487,"In the Field: Methods","Practicum course"
1156,COMS,307,"Scriptwriting for the Media","Practicum course"
1157,COMS,407,"Media Production: Moving Images","Lectures and Laboratory: average 6 hours per week"
1158,COMS,506,"Media Technology as Practice","Research-creation Laboratory"
1159,COMS,507,"Research Methodology in Economics","Activities focus on academic research specific to Economics. Students learn how to write an academic-level paper in Economics."
1160,COMS,569,"Research Seminar","Experience-based seminar for PhD students in first and second year. Activities focus on academic and professional practice for economists, with emphasis on the job market. "
1161,COMS,569,"Applied Econometrics","computer analysis; case studies; model building"
1162,ECON,696,"Learning Theories","Conduct design sprints to determine a theoretically sound response to a real-world problem of performance and instruction"
1163,ECON,806,"Educational Gaming and Modeling","Given a real-world prompt, design and develop an educational game"
1164,ECON,523,"Introduction to Digital Media","Convert real-world documents into learning programs"
1165,ETEC,613,"Designing and Developing Interactive Instruction","Given a real-world prompt, design and develop a learning program "
1166,ETEC,637,"Administering Educational Technology Groups","Real-world practice of educational technology, experiential learning activities"
1167,ETEC,665,"Foundations of Distance Education","Real-world projects in educational technology found using the software Riipen."
1168,ETEC,669,"Programming for Environmental Sciences",Laboratory
1169,ETEC,671,"Urban Agriculture","Field work - working in community gardens"
1170,ETEC,681,"Programming for Geospatial Technologies",Laboratory
1171,ETEC,681,"Internship in Geography","Case study or practicum of 120 hours"
1172,GEOG,264,"Pedagogical Training","Teaching training and in-class practice"
1173,GEOG,323,"Urban Agriculture","Field work - working in community gardens"
1174,URBS,260,"Quantitative Research Methods",Laboratory
1175,GEOG,464,"Athletic Therapy Field Internship I ",Internship
1176,HENV,801,"Athletic Therapy Clinical Internship I",Internship
1177,URBS,337,"Athletic Therapy Field Internship II",Internship
1178,CATA,365,"Athletic Therapy Clinical Internship II",Internship
1179,CATA,365,"Kinesiology and Clinical Exercise Physiology Internship I","Internship (200 hours)"
1180,CATA,365,"Kinesiology and Clinical Exercise Physiology Internship II","Internship (200 hours)"
1181,CATA,475,"Selected Topics: Introduction to Spoken Irish","Applied language projects"
1182,CATA,485,"Research Methods in Irish Studies","Participation in community events followed by anthropological analysis and reflection; final project includes self-driven bibliographic research with primary sources and material objects reflecting on the process in a final reflection paper on the problem or challenge of approaching a topic from at least three disciplinary perspectives. Final presentation could include a performance or creative dimension."
1183,CATA,495,"Classics of Irish Theatre","Performance-based activities"
1184,IRST,299,"Irish Performance Studies","Performance-based activities"
1185,IRST,300,"Contemporary Irish Theatre","Performance-based activities"
1186,IRST,344,"Field Studies in Ireland","Self-directed field study "
1187,IRST,346,"History of Art","Museum Field Work Project"
1188,IRST,347,"Integrative Project","Most students (about 3/4 of the students) do a hands-on internship of relevance to Sustainability or Diversity Studies in the community and then reflect on their learning through classroom assignments. The rest of the students do a directed-study research project."
1189,IRST,390,"Introduction to Statistical Programming","Introduction to statistical programming and computational statistics using the R programming language."
1190,LBCL,295,"Statistical Learning","Introduction to methods in statistical/machine learning, computer programming, projects using data"
1191,LOYC,420,"Statistical Consulting and Data Analysis","Statistical software (SAS) projects using data"
1192,STAT,280,"Time Series and Forecasting","Analysis of time series data using statistical software"
1193,STAT,380,"Topics in Statistics (Topic in 2020, 2021 - Reinforcement Learning)","Reinforcement Learning - Projects with real world applications, computer programming"
1194,STAT,480,"Mathematical and Computational Finance I ","Modeling financial variables and pricing assets, calibration to real world financial data"
1195,STAT,460,"Mathematical and Computational Finance I ","Modeling financial variables and pricing assets, calibration to real world data, simulation and other numerical methods"
1196,STAT,497,"Topics in Mathematics and Statistics (Topic in 2021 - Sports Analytics)","Python programming, analysis of real data related to sports projects"
1197,MACF,401,Internship,"10hrs/week for 13 weeks of relevant work with an employer who trains, supervises and coaches the intern to better understand their field of study. A research paper is graded by a Faculty member. 3 credits."
1198,MACF,402,"Honours Thesis",
1199,MAST,397,"Research Methods","This course is intended to introduce undergraduate students to quantitative analysis in political science. Key skills in univariate, bivariate, and multivariate analysis; inferential statistics; and graphing are demonstrated using statistical software in lab exercises."
1200,POLI,397,"Mechanics of Briefing Notes","This course provides students with a thorough understanding of the development and the requirements for writing and presenting policy ideas through government communication vehicles including Question Period notes, Briefing Notes, Memorandums to Cabinet, Treasury Board Submissions, and oral and written presentations to senior management."
1201,POLI,397,"Professional Development","Students choose from a number of pre-selected workshops, including soft skills, teamwork, leadership, interviewing, communications, French, and data management and analytics, professional ethics, and gender analysis which will help prepare them for their professional careers."
1202,POLI,397,"Minding the Gap","Taught by Public Servant in Residence (current or former) students practice how to prepare and deliver information needed by high level public servants via multiple case studies provided by past and current decision-makers in the Canadian and Quebec governments."
1203,POLI,495,Internship,"Students complete 8 public policy stream courses; compete for and attain a relevant paid internship as policy analyst or program evaluator. They complete one 16 week full-time internship, and can extend to 32 weeks.  21 credits divided in Professional Development/Internship/Academic Report."
1204,POLI,644,"Workshops on Social Science Research Methods","The Workshops on Social Science Research (WSSR) are short, intensive learning experiences and networking opportunities that allow you to develop your critical thinking skills, make new contacts, and succeed as future decision makers."
1205,POLI,683,"Communication Media: Intermedia I","Practicum course"
1206,POLI,693,"IPSA-Concordia Summer School in Applied Diplomacy","Intensive summer school with guest lectures from diplomacy practitioners and academic experts with final assignment a case study completed by team, case studies are policy problems/challenges contributed by diplomacy professionals."
1207,POLI,480/685/815,"Experimental Physics I","Experiment, lab"
1208,COMS,274,"Numerical Methods in Physics with Python","includes Programming project"
1209,POLI,687/812,"Honours Research Experience I","Research Project"
1210,PHYS,230,"Experimental Physics II","Experiment, lab"
1211,PHYS,236,"Honours Research Experience II","Research Project"
1212,PHYS,289,"Computational Methods in Physics with Python","includes Programming project"
1213,PHYS,330,"Honours Research Project (6 cr)","Final Year Research Project"
1214,PHYS,389,"Specialization Research Project (3 cr)","Final Year Research Project"
1215,PHYS,440,"MSc Seminar on Selected Topics","includes workshops"
1216,PHYS,496,"Organization Development II","Experiential approaches, in-class applications"
1217,PHYS,497,"Communication Media: Sound I","Practicum course"
1218,PHYS,760,"Doctoral Seminar on Selected Topics II","includes workshops"
1219,PHYS,760,"Computational Methods in Physics with Python","includes Programming project"
1220,COMS,276,"Directed Research in Psychology","Students work in a research laboratory, gaining experience on current research methods in Psychology"
1221,PHYS,862,"Specialization Project","Students work in research lab on thesis. Course trains how to present their projects."
1222,PHYS,679,"Advanced Directed Research in Psychology","Students work in a research laboratory, gaining experience on current research methods in Psychology. Must have completed PSYC485 or PSYC495."
1223,PSYC,387,"Honours Thesis","Students work in research lab on thesis. Course trains how to present their projects."
1224,PSYC,485,"Statistical Analysis and Experimental Design",Laboratory
1225,PSYC,711,"Multivariate Statistics",Laboratory
1226,PSYC,487,"Religion in Practice","create map of religious sites in students’ neighborhood; interview religious leader for practice portrait; field trips to religious sites"
1227,PSYC,495,"Religions of the West","field trip to places of workshop, creative project, group presentations"
1228,PSYC,601,"Communication Media: Moving Images I","Practicum course"
1229,RELI,210,"Religions of Asia","field trip to places of workshop, creative project, group presentations"
1230,RELI,214,"Introduction to Judaism","real-life case studies, role-playing, fieldwork, facilitated reflection in response paper assignments"
1231,COMS,284,"Introduction to Christianity","site visits to local churches and Christian communities"
1232,RELI,215,"Introduction to Hinduism","field trip to places of workshop, creative project, group presentations"
1233,RELI,220,"Justice and Social Conflict in a Globalized World","profile of a social justice organization"
1234,RELI,223,Zoroastrianism,"participation in local community’s gahanbar rituals."
1235,RELI,224,"Shiite Islam","team video preparation"
1236,RELI,312,"Death and Dying","profile of death care issues or rituals in Montreal, field trips"
1237,RELI,313,"Goddesses and Religious Images of Women","field report on contemporaneous experience related to course material"
1238,RELI,318,"Angels and Demons in Judaism","Creative assignment (artwork; poetry; fiction), optional participation in exhibit; in-class presentation"
1239,RELI,378,"Communication Analysis of Environment","Workshops, Montreal locations site analysis"
1240,RELI,378,"Women in Jewish History: Modern","interviewing a woman whose life story is informative "
1241,RELI,387,"Food and Religion","field report on contemporaneous experience related to course material"
1242,RELI,390,"Methodology and the Study of Religion","fieldwork project, 2 interviews, site visit to a religious community"
1243,COMS,324,"Religion, Politics, Heritage","research project based on real world heritage site, data collection, survey, interviewing, ethnographic observation, archival and media research. Presentation and discussion moderation."
1244,RELI,396,"Jewish Community Engagement","internship in local Jewish community organization/institution"
1245,RELI,409,"Community Engagement","internship in local community organization or institution"
1246,RELI,6007,Internship,
1247,RELI,6018,"Field Project in Immigration, Migration and Diversity",
1248,RELI,6008,"CED Field Project Part 1",
1249,SCPA,411,"Social Economy & Sustainable Futures","Community Service Learning & Group project"
1250,SCPA,482,Propaganda,Projects
1251,SCPA,510,"Introductory German: Intensive","lab work"
1252,SOCIANTH,450,"Introductory Italian: Intensive","lab work"
1253,COMS,361,"Introduction to Modern Standard Arabic I      ","lab work"
1254,GERM,200,"Introductory Modern Chinese ","lab work"
1255,ITAL,200,"Introductory Spanish: Intensive","lab work"
1256,MARA,200,"Introductory German I","lab work"
1257,MCHI,200,"Introductory Italian I","lab work"
1258,SPAN,200,"Introductory Spanish I","lab work"
1259,GERM,201,"Introductory German II","lab work"
1260,ITAL,201,"Introductory Italian II","lab work"
1261,SPAN,201,"Communication Media: Intermedia II","Practicum course"
1262,GERM,202,"Introductory Spanish II","lab work"
1263,ITAL,202,"Modern Standard Arabic for Heritage Speakers I ","lab work"
1264,COMS,374,"Introduction to Modern Standard Arabic II","lab work"
1265,SPAN,202,"Introduction to Modern Chinese II ","lab work"
1266,MARA,203,"Modern Standard Arabic for Heritage Speakers II ","lab work"
1267,MARA,206,"Intermediate German: Intensive Course ","lab work"
1268,MCHI,206,"Intermediate Italian: Intensive Course ","lab work"
1269,MARA,207,"Intermediate Modern Standard Arabic I      ","lab work"
1270,GERM,240,"Intermediate Modern Chinese I ","lab work"
1271,ITAL,240,"Intermediate Spanish: Intensive Course ","lab work"
1272,MARA,240,"Communication Media: Sound II","Practicum course"
1273,MCHI,240,"Intermediate Modern Standard Arabic I      ","lab work"
1274,SPAN,240,"Intermediate Modern Chinese II","lab work"
1275,COMS,376,"Practicum in Archaeology","At least 1 month in the field"
